Index,Time,Time_Diff,Output
103,0.819122,0.00120753,0.0553636
104,0.820435,0.00131204,0.0703882
105,0.821633,0.00119885,0.0690171
106,0.82298,0.00134659,0.0293898
107,0.824275,0.00129501,0.030509
108,0.825709,0.00143371,-0.00349977
109,0.827115,0.00140589,-0.00119387
110,0.828554,0.00143946,-0.0116158
111,0.829793,0.00123877,0.0152633
112,0.831225,0.00143263,-0.000653274
113,0.832577,0.00135204,0.0463147
114,0.833943,0.00136566,0.0414149
115,0.835371,0.00142805,0.0344752
116,0.836727,0.00135574,0.0668784
117,0.838098,0.00137115,0.0746647
118,0.839468,0.00136995,0.0727873
119,0.840849,0.00138143,0.0927349
120,0.842165,0.00131601,0.0821661
121,0.843486,0.00132049,0.10193
122,0.844769,0.00128324,0.0943784
123,0.846034,0.00126499,0.156654
124,0.847362,0.0013278,0.164242
125,0.848738,0.00137614,0.13944
126,0.850113,0.00137483,0.214427
127,0.851473,0.00136019,0.147392
128,0.852695,0.00122139,0.144121
129,0.853987,0.0012928,0.113628
130,0.855286,0.00129876,0.0823982
131,0.856585,0.00129911,0.130318
132,0.857806,0.00122027,0.167155
133,0.859112,0.00130653,0.116145
134,0.860386,0.00127426,0.0974744
135,0.861697,0.00131066,0.0610773
136,0.863084,0.00138724,0.0510793
137,0.864475,0.00139119,0.0539324
138,0.865715,0.00123929,0.0949565
139,0.867024,0.00130919,0.023056
140,0.868377,0.00135351,0.0112324
141,0.869795,0.00141768,0.0250956
142,0.871163,0.00136749,0.0657441
143,0.872508,0.00134536,-0.00569624
144,0.873812,0.00130411,-0.105539
145,0.875097,0.00128493,-0.0815082
146,0.876667,0.00157025,-0.0593733
147,0.878017,0.00135013,-0.0235173
148,0.879493,0.00147608,-0.016336
149,0.880755,0.00126139,-0.0059549
150,0.882049,0.00129419,-0.059297
151,0.883278,0.00122894,-0.0564406
152,0.884642,0.00136394,-0.0365406
153,0.885987,0.00134549,-0.0278358
154,0.88745,0.00146276,-0.0490078
155,0.888676,0.00122573,-0.0768373
156,0.889978,0.001302,-0.0805796
157,0.891317,0.00133928,-0.0162867
158,0.892808,0.00149137,-0.00690811
159,0.894181,0.00137284,-0.0056806
160,0.895495,0.00131406,-0.014074
161,0.896719,0.00122317,-0.00796628
162,0.898073,0.0013549,-0.0407651
163,0.899384,0.0013101,-0.052103
164,0.90058,0.00119594,-0.0236133
165,0.901794,0.0012146,-0.0125198
166,0.903076,0.00128178,0.00110182
167,0.904434,0.00135791,0.0079971
168,0.90583,0.00139627,0.00435346
169,0.907296,0.00146593,0.00652874
170,0.908762,0.0014657,0.0187385
171,0.910057,0.0012952,0.0436771
172,0.91138,0.00132326,0.0426608
173,0.912572,0.00119161,0.0581198
174,0.913778,0.00120637,0.0381102
175,0.914962,0.00118374,0.0299218
176,0.916248,0.00128598,0.000694081
177,0.917571,0.00132306,-0.00571174
178,0.918847,0.00127648,0.0131933
179,0.920168,0.00132032,0.00574984
180,0.921491,0.00132311,0.0106252
181,0.922882,0.00139124,0.0251269
182,0.924221,0.00133906,0.0235519
183,0.925819,0.00159802,0.0150666
184,0.927196,0.00137674,0.0489995
185,0.928566,0.0013697,0.0332223
186,0.930001,0.00143526,-0.0139444
187,0.931334,0.0013329,-0.00993555
188,0.932625,0.00129137,-0.0120202
189,0.933907,0.00128199,-0.0313172
190,0.935341,0.00143341,-0.00526083
191,0.936701,0.00136066,0.00109638
192,0.93812,0.00141877,0.0133025
193,0.939553,0.00143286,0.0685521
194,0.940871,0.00131788,0.0522203
195,0.942562,0.0016911,0.032497
196,0.944022,0.00145979,0.0635676
197,0.945353,0.00133182,0.0656863
198,0.946679,0.00132608,0.0922447
199,0.948077,0.00139738,0.0981638
200,0.949312,0.0012349,0.0931473
201,0.950577,0.00126515,0.121171
202,0.951852,0.0012747,0.0500488
203,0.953059,0.00120703,-0.0039988
204,0.954372,0.00131331,-0.00353145
205,0.956961,0.0025895,-0.00592541
206,0.958427,0.00146515,-0.00903478
207,0.959779,0.001352,0.0012856
208,0.961121,0.00134194,0.00541697
209,0.962624,0.00150312,0.000878535
210,0.963885,0.00126088,-0.0169527
211,0.9651,0.00121593,-0.0319482
212,0.966696,0.00159552,0.00881064
213,0.968132,0.00143563,0.00874589
214,0.969366,0.00123434,-0.0189846
215,0.97058,0.00121389,-0.0833289
216,0.971908,0.00132798,-0.0523216
217,0.97328,0.00137242,-0.00931546
218,0.974625,0.00134487,0.0157015
219,0.976277,0.00165146,0.0341
220,0.97783,0.00155386,0.039526
221,0.979333,0.00150264,0.0388958
222,0.980806,0.00147325,0.053136
223,0.982162,0.00135567,0.0412113
224,0.983575,0.00141261,0.0343661
225,0.984856,0.00128113,0.0220361
226,0.986245,0.00138942,0.0282354
227,0.987789,0.00154393,0.0211873
228,0.989228,0.00143881,0.012087
229,0.990893,0.00166528,0.0206592
230,0.993341,0.0024479,0.0165978
231,0.994907,0.00156583,0.025414
232,0.996336,0.00142949,0.0279968
233,0.997915,0.00157839,0.0175883
234,0.999513,0.001598,0.0306539
235,1.00099,0.00148016,0.0827761
236,1.00253,0.00153842,0.0657958
237,1.00399,0.00146123,0.0453634
238,1.00563,0.00163594,0.058746
239,1.00719,0.00155857,0.0611892
240,1.0135,0.00631744,0.0888441
241,1.01499,0.00148716,0.118741
242,1.01668,0.00168824,0.111168
243,1.01808,0.00140138,0.0866265
244,1.02018,0.00209486,-0.00627934
245,1.02266,0.00248633,0.140972
246,1.03511,0.0124468,0.203923
247,1.03676,0.00165173,0.0385234
248,1.03811,0.00134775,0.105154
249,1.03977,0.0016631,0.0923729
250,1.04183,0.00206162,0.172405
251,1.04311,0.00127681,0.0792777
252,1.04434,0.00123357,0.182052
253,1.04559,0.00124483,0.0814229
254,1.04701,0.00142047,0.108778
255,1.04838,0.00136685,0.118327
256,1.04977,0.00139233,0.165307
257,1.05419,0.00442223,0.183009
258,1.05545,0.00126406,0.205323
259,1.05677,0.00131445,0.667234
260,1.05806,0.00129338,1.88195
261,1.05939,0.00133148,2.13866
262,1.06074,0.00134868,2.53641
263,1.06198,0.0012339,2.61031
264,1.06329,0.00130935,2.70775
265,1.06452,0.00123514,2.79172
266,1.06606,0.00154289,2.82827
267,1.06743,0.00136959,2.83685
268,1.06891,0.00147816,2.8816
269,1.07014,0.00123017,2.90686
270,1.07149,0.00135299,2.91389
271,1.07273,0.00123955,2.93042
272,1.07402,0.00128444,2.93471
273,1.07524,0.00122205,2.93712
274,1.07648,0.00123599,2.95284
275,1.07783,0.00135686,2.9799
276,1.07915,0.00131669,2.99266
277,1.08049,0.00134072,2.98278
278,1.08185,0.001356,2.93307
279,1.08316,0.00131733,2.92259
280,1.08445,0.00129017,2.97335
281,1.08583,0.00137468,3.00155
282,1.0872,0.00137148,2.99226
283,1.09112,0.00392079,2.98996
284,1.09356,0.00243665,2.98427
285,1.09681,0.00325197,2.99646
286,1.09829,0.00147525,2.99856
287,1.10111,0.00282888,2.99858
288,1.10259,0.00147765,2.99456
289,1.10398,0.00138599,3.00497
290,1.10551,0.00153263,3.01643
291,1.10702,0.0015131,3.02088
292,1.10853,0.00150546,3.01142
293,1.11006,0.0015307,3.00365
294,1.11158,0.00151907,2.99974
295,1.11338,0.00180182,2.99831
296,1.11495,0.00157063,2.99469
297,1.11647,0.00151519,2.98357
298,1.11816,0.00169134,2.98399
299,1.11965,0.00149113,2.97629
300,1.12114,0.00149235,2.97992
301,1.12285,0.00171326,2.97604
302,1.12434,0.00148816,2.9632
303,1.12588,0.00153456,2.94936
304,1.12736,0.00148121,2.9291
305,1.12884,0.00147937,2.90205
306,1.13033,0.00149685,2.87593
307,1.1329,0.00256562,2.84163
308,1.13443,0.00152775,2.79534
309,1.13591,0.00148633,2.7903
310,1.13739,0.00147798,2.64471
311,1.13888,0.00149167,2.32488
312,1.14036,0.00147875,1.72093
313,1.1419,0.0015333,1.28848
314,1.14339,0.00149509,1.27914
315,1.14488,0.00149271,1.06766
316,1.14624,0.00135273,0.678765
317,1.14766,0.00142376,0.668273
318,1.14898,0.00131812,0.507132
319,1.15028,0.00129792,0.40728
320,1.1516,0.00132157,0.345494
321,1.15285,0.00125014,0.271529
322,1.15406,0.00120991,0.25469
323,1.15538,0.00131779,0.211345
324,1.15663,0.00125794,0.158102
325,1.15789,0.00125896,0.107635
326,1.15927,0.00137727,0.0977593
327,1.16065,0.00137872,0.0995796
328,1.16216,0.00150909,0.0764162
329,1.16345,0.00129449,0.0743128
330,1.16474,0.00128324,0.0649472
331,1.16595,0.00121508,0.0712997
332,1.16805,0.00209646,0.0641096
333,1.17109,0.00304697,0.0565877
334,1.17256,0.00146545,0.0577424
335,1.17396,0.00139825,0.0469797
336,1.17546,0.00150185,0.0387213
337,1.17698,0.00151818,0.0423714
338,1.17815,0.00116945,0.0401792
339,1.17955,0.00139774,0.0355378
340,1.18097,0.00142675,0.0297289
341,1.18244,0.0014721,0.0258318
342,1.18396,0.00151446,0.0187466
343,1.18538,0.00141944,0.0252363
344,1.18708,0.00170463,0.0349093
345,1.18858,0.00149574,0.0359727
346,1.19008,0.00150206,0.029246
347,1.19134,0.001257,0.0238674
348,1.19256,0.00122406,0.01289
349,1.19389,0.0013274,0.0160686
350,1.19517,0.00128191,0.00704136
351,1.19638,0.00121146,0.00758716
352,1.19773,0.00134846,0.0101558
353,1.19902,0.00129359,0.00973104
354,1.20036,0.00133299,0.00407306
355,1.21347,0.0131177,0.00421277
356,1.2159,0.00242798,-0.000573255
357,1.21738,0.0014783,-0.00592128
358,1.21865,0.00126612,-0.00693066
359,1.22013,0.00148487,-0.0156845
360,1.22133,0.00119844,-0.00886964
361,1.22268,0.00135047,-0.0113479
362,1.2241,0.00141399,-0.00813854
363,1.22546,0.00136317,-0.00986999
364,1.22693,0.00147524,-0.0112983
365,1.22809,0.0011551,-0.0109716
366,1.22936,0.00126806,-0.0150926
367,1.23087,0.0015119,-0.0169465
368,1.23222,0.00135502,-0.0247874
369,1.23362,0.00139578,-0.027649
370,1.23498,0.00135658,-0.0306397
371,1.23628,0.00130646,-0.0284692
372,1.23764,0.00135851,-0.026577
373,1.23899,0.00134853,-0.0260442
374,1.24023,0.00124252,-0.0234874
375,1.24154,0.0013127,-0.0247932
376,1.24294,0.00139553,-0.0217022
377,1.24426,0.00131541,-0.0221097
378,1.24556,0.00130658,-0.0201243
379,1.24676,0.00119472,-0.0173048
380,1.24799,0.00122991,-0.010371
381,1.24928,0.00129007,-0.00404819
382,1.25059,0.00131151,-0.00190454
383,1.25181,0.00122653,0.00710058
384,1.25312,0.00130919,0.0103102
385,1.25445,0.00133011,0.0136822
386,1.25568,0.00122428,0.0196105
387,1.2569,0.00122551,0.024497
388,1.25835,0.00144206,0.0268545
389,1.25981,0.00146379,0.0199827
390,1.26112,0.00130543,0.0191292
391,1.26239,0.00127699,0.0201057
392,1.2637,0.00131039,0.0170415
393,1.26501,0.00130832,0.0237148
394,1.26629,0.00128176,0.0329829
395,1.26762,0.00132445,0.036329
396,1.26878,0.00116656,0.0365195
397,1.27006,0.00127984,0.0482011
398,1.27125,0.00118642,0.0575098
399,1.27246,0.00121438,0.0675711
400,1.27369,0.00122763,0.076606
401,1.27487,0.00117707,0.0832066
402,1.27636,0.00148628,0.0923426
403,1.27756,0.00120376,0.104277
404,1.27886,0.00129609,0.111904
405,1.28012,0.00126483,0.115645
406,1.28138,0.00125629,0.11934
407,1.28269,0.00131157,0.126742
408,1.2839,0.00121555,0.109518
409,1.28521,0.00130241,0.108196
410,1.28649,0.00128146,0.0854761
411,1.28779,0.00130012,0.0883554
412,1.28902,0.00123614,0.0981475
413,1.29031,0.00128649,0.0563984
414,1.29153,0.00121947,0.043423
415,1.29298,0.00144668,-0.0149647
416,1.29441,0.0014379,-0.0110657
417,1.29564,0.0012257,-0.0177436
418,1.29687,0.00123004,-0.0180128
419,1.29816,0.00128774,-0.00448011
420,1.29946,0.00130685,0.0173824
421,1.30079,0.00132888,0.00992573
422,1.30228,0.00148921,0.0120109
423,1.3036,0.0013198,0.0212076
424,1.30482,0.00121807,0.021709
425,1.30611,0.00128487,0.0207676
426,1.30735,0.0012416,0.023978
427,1.30869,0.00134334,0.0201958
428,1.31004,0.00135045,0.0104665
429,1.31136,0.00131747,0.0219129
430,1.31259,0.00122891,0.0280389
431,1.31391,0.00131936,0.0288238
432,1.31515,0.00124016,0.034002
433,1.31637,0.00122756,0.0353472
434,1.31766,0.00128174,0.0399028
435,1.31887,0.00121297,0.0541348
436,1.32005,0.00118317,0.0530854
437,1.32136,0.00130771,0.0581146
438,1.3227,0.00134459,0.0558389
439,1.324,0.00129389,0.0504714
440,1.32539,0.0013877,0.0402079
441,1.3268,0.00141014,0.0364287
442,1.32815,0.00135826,0.0325667
443,1.32962,0.00146272,0.0263215
444,1.33106,0.00143818,0.0247666
445,1.3325,0.00144113,0.0208182
446,1.33401,0.0015137,0.0176131
447,1.33555,0.00153974,0.0169753
448,1.33694,0.0013925,0.0169186
449,1.33844,0.00149373,0.014092
450,1.33989,0.00145659,0.00500083
451,1.34126,0.00136729,0.006291
452,1.34277,0.00150619,-0.00247127
453,1.34419,0.00142753,-0.00636757
454,1.34576,0.00156717,-0.0225032
455,1.34729,0.00153345,-0.0399975
456,1.34991,0.00261388,-0.07495
457,1.35141,0.00150245,-0.128968
458,1.35284,0.00143347,-0.183919
459,1.35438,0.00153816,-0.41363
460,1.35592,0.00154081,-0.542
461,1.35735,0.0014284,-0.698905
462,1.35872,0.00136523,-0.831698
463,1.36007,0.00134873,-0.9873
464,1.36159,0.00152966,-1.08294
465,1.36308,0.00148573,-1.07106
466,1.36445,0.0013722,-1.11491
467,1.36601,0.00155513,-1.13761
468,1.36749,0.00147983,-1.25033
469,1.369,0.00151318,-1.33668
470,1.37048,0.0014783,-1.40992
471,1.37198,0.00149699,-1.47728
472,1.37335,0.00137112,-1.61891
473,1.37475,0.00140486,-1.75178
474,1.37639,0.00163271,-1.75903
475,1.37789,0.00150186,-1.77615
476,1.37929,0.00140047,-1.81011
477,1.38074,0.00145134,-1.78638
478,1.38219,0.00145425,-1.67869
479,1.38368,0.00148879,-0.920892
480,1.38511,0.00142812,-1.32148
481,1.38665,0.00154336,-1.6287
482,1.38819,0.00153798,-1.51629
483,1.38959,0.00139965,-1.43679
484,1.39102,0.00142745,-1.46387
485,1.39262,0.00160106,-1.63999
486,1.39414,0.00151963,-1.67177
487,1.39554,0.00140232,-1.66832
488,1.3969,0.00136067,-1.7619
489,1.39837,0.00146948,-1.79995
490,1.39988,0.00151161,-1.78044
491,1.40135,0.00147005,-1.65914
492,1.40287,0.00151692,-1.60375
493,1.40434,0.00147243,-1.50231
494,1.40587,0.00152342,-1.52549
495,1.40745,0.00157993,-1.54474
496,1.40891,0.00146249,-1.56929
497,1.41039,0.00147966,-1.73077
498,1.41183,0.0014455,-1.72998
499,1.41329,0.00145411,-1.66606
500,1.4147,0.00141325,-1.73792
501,1.41617,0.0014719,-1.70529
502,1.41768,0.00150705,-1.63422
503,1.41927,0.00158584,-1.69478
504,1.42084,0.00157276,-1.66352
505,1.4222,0.00136479,-1.6766
506,1.4236,0.0013927,-1.79937
507,1.42607,0.00247457,-1.98929
508,1.42768,0.00160839,-1.78561
509,1.42921,0.00152795,-1.07234
510,1.43063,0.00141951,-1.06039
511,1.43205,0.00142824,-1.83745
512,1.43355,0.00149756,-1.8361
513,1.43503,0.00147873,-1.76256
514,1.43649,0.00145551,-1.59025
515,1.43802,0.00152961,-1.58245
516,1.43949,0.00147794,-1.64474
517,1.44086,0.00136847,-1.78942
518,1.44237,0.00150297,-1.83997
519,1.4438,0.00143359,-1.8747
520,1.44524,0.00144496,-1.80244
521,1.44682,0.00157895,-1.73351
522,1.44834,0.00151739,-1.77471
523,1.44981,0.00146822,-1.6761
524,1.45141,0.00159852,-1.76263
525,1.45293,0.0015184,-1.78358
526,1.45443,0.00150693,-1.85262
527,1.45582,0.0013836,-1.89572
528,1.45729,0.00147871,-1.89808
529,1.45883,0.00153432,-1.93308
530,1.46036,0.00153418,-1.94647
531,1.46192,0.00155921,-1.90689
532,1.46341,0.00148304,-1.91458
533,1.46504,0.00163113,-1.82348
534,1.46637,0.00132881,-1.86377
535,1.46779,0.00142067,-1.85024
536,1.4692,0.00141688,-1.85244
537,1.47059,0.00138501,-1.87381
538,1.47194,0.00135471,-1.87869
539,1.47324,0.00129857,-1.86857
540,1.4746,0.00136069,-1.93806
541,1.47607,0.00146762,-1.91601
542,1.47747,0.00139554,-1.89092
543,1.47898,0.00151035,-1.85737
544,1.48029,0.00131633,-1.8491
545,1.48166,0.00137107,-1.85515
546,1.48301,0.00134629,-1.90815
547,1.48561,0.00260145,-1.87941
548,1.48703,0.00141962,-1.87162
549,1.48837,0.00133535,-1.85921
550,1.48985,0.00148762,-1.8289
551,1.49138,0.00152906,-1.8743
552,1.49291,0.00152656,-1.82802
553,1.49431,0.00139736,-1.82999
554,1.49575,0.00144483,-1.86778
555,1.49722,0.00147219,-1.82557
556,1.49872,0.00149976,-1.82507
557,1.50014,0.00141973,-1.78754
558,1.50169,0.00154649,-1.78468
559,1.50302,0.001333,-1.79429
560,1.50571,0.00268506,-1.86407
561,1.50707,0.00136471,-1.93945
562,1.50833,0.00126027,-1.9431
563,1.50988,0.00154795,-1.93604
564,1.51137,0.00149,-1.9289
565,1.51288,0.00151094,-1.93131
566,1.5144,0.00151792,-1.89441
567,1.51586,0.00146182,-1.85203
568,1.51724,0.00137757,-1.82782
569,1.51877,0.00153314,-1.85139
570,1.52021,0.00143436,-1.85762
571,1.52177,0.00156054,-1.86765
572,1.52331,0.0015413,-1.81868
573,1.52469,0.0013852,-1.72132
574,1.52616,0.00147215,-1.71379
575,1.52758,0.00141234,-1.71432
576,1.52911,0.00153551,-1.69583
577,1.5305,0.00138734,-1.6527
578,1.53193,0.00143364,-1.67803
579,1.53339,0.00145955,-1.62244
580,1.53484,0.00145141,-1.52436
581,1.53636,0.00151612,-1.44259
582,1.53789,0.00152526,-1.34707
583,1.53937,0.00148057,-1.32967
584,1.5408,0.00143156,-1.45212
585,1.54244,0.00164288,-1.56331
586,1.54396,0.00151979,-1.60009
587,1.54533,0.00137142,-1.58621
588,1.54678,0.0014476,-1.48121
589,1.5482,0.00141569,-1.37469
590,1.54976,0.00156886,-1.28476
591,1.55118,0.00141701,-1.25439
592,1.55263,0.00145251,-1.24515
593,1.55415,0.00151682,-1.17969
594,1.55569,0.00153445,-1.12026
595,1.55702,0.00133773,-1.05016
596,1.5585,0.00147687,-1.00219
597,1.56008,0.00158223,-0.950203
598,1.56146,0.00137466,-0.803024
599,1.56293,0.0014753,-0.744583
600,1.56428,0.00134848,-0.684782
601,1.56571,0.00143317,-0.667709
602,1.56722,0.00150515,-0.659862
603,1.56871,0.00149394,-0.570265
604,1.57015,0.00143449,-0.482617
605,1.57157,0.00142692,-0.385316
606,1.57298,0.00140598,-0.364258
607,1.5746,0.00161642,-0.30089
608,1.57617,0.00157521,-0.144297
609,1.57775,0.00158052,-0.11761
610,1.57921,0.00145716,-0.110383
611,1.58061,0.00139647,-0.0837211
612,1.58201,0.00140124,-0.0163924
613,1.58354,0.00153531,-0.0137796
614,1.58497,0.00142392,-0.0162622
615,1.58651,0.00154815,-0.00573837
616,1.58806,0.00154327,-0.00923022
617,1.58944,0.00138121,-0.00328792
618,1.59103,0.00158597,-0.0160861
619,1.59271,0.00168066,-0.0140092
620,1.59436,0.00165011,-0.0190268
621,1.59566,0.00129948,-0.0342076
622,1.597,0.00134285,-0.0371238
623,1.59849,0.00149123,-0.031474
624,1.59989,0.00140147,-0.0272921
625,1.60136,0.00147144,-0.0313873
626,1.60278,0.00141968,-0.0455222
627,1.604,0.0012196,-0.0386274
628,1.6052,0.00119858,-0.0553364
629,1.60642,0.00122102,-0.0545243
630,1.60781,0.00138477,-0.0729804
631,1.60968,0.001873,-0.0706159
632,1.61125,0.00156849,-0.0554979
633,1.61265,0.00140731,-0.0661676
634,1.61959,0.00693977,-0.0644732
635,1.62114,0.00155038,0.0225433
636,1.62262,0.00147125,0.00375078
637,1.62406,0.00144073,0.0326439
638,1.62588,0.0018241,0.0296692
639,1.62733,0.00145173,0.117019
640,1.62883,0.00149993,0.150037
641,1.63033,0.00149937,0.164514
642,1.63168,0.00135019,0.0832672
643,1.63306,0.00137326,0.0820645
644,1.63448,0.00142069,0.0230835
645,1.63591,0.00143155,0.0199837
646,1.63738,0.0014697,0.0196847
647,1.63877,0.00139432,0.0179449
648,1.64026,0.00149158,0.0180482
649,1.64169,0.00142484,0.0171178
650,1.64311,0.00142425,0.0183972
651,1.64456,0.00145249,0.0502842
652,1.64609,0.00152523,0.0803455
653,1.64796,0.00187174,0.0655403
654,1.64934,0.00137831,0.0690277
655,1.65077,0.00143089,0.0920114
656,1.6522,0.00142513,0.0727473
657,1.65361,0.00140969,0.0787339
658,1.65505,0.00144012,0.0725014
659,1.65641,0.00136397,0.0703182
660,1.65785,0.00144259,0.0548361
661,1.65969,0.00183345,0.0272562
662,1.66089,0.00120632,0.0287255
663,1.66223,0.00133869,0.101164
664,1.66365,0.0014207,0.0611694
665,1.66514,0.0014834,0.107698
666,1.66649,0.00135082,0.0915452
667,1.66797,0.00148041,0.114926
668,1.66934,0.00137813,0.0839241
669,1.67083,0.00148186,0.0820682
670,1.67222,0.00139755,0.113795
671,1.67363,0.00140641,0.101751
672,1.67499,0.00135673,0.09765
673,1.67626,0.0012721,0.141306
674,1.6777,0.00143853,0.0584431
675,1.67901,0.00131604,0.0191873
676,1.68039,0.00137936,0.0219738
677,1.68175,0.00135723,0.0146551
678,1.68309,0.00133902,0.0330669
679,1.68435,0.00126086,0.0456047
680,1.68565,0.00129804,0.0503487
681,1.68709,0.0014404,0.0669525
682,1.68846,0.00136809,0.0568304
683,1.68978,0.00131905,0.0675568
684,1.6911,0.00132746,0.0750528
685,1.69249,0.0013848,0.0931635
686,1.69383,0.00134105,0.110363
687,1.69528,0.0014551,0.132335
688,1.69677,0.0014878,0.147309
689,1.69813,0.00135736,0.161175
690,1.69952,0.00138723,0.155907
691,1.70086,0.00134673,0.143483
692,1.70214,0.0012732,0.130136
693,1.70354,0.00140558,0.145901
694,1.705,0.00145556,0.140171
695,1.70635,0.0013504,0.0975876
696,1.70776,0.00140919,0.0663243
697,1.70945,0.00169521,0.0186568
698,1.71077,0.00131289,0.0313813
699,1.71213,0.0013681,0.0845272
700,1.71358,0.0014436,0.0965401
701,1.71492,0.00134209,0.13388
702,1.71632,0.00140423,0.0905363
703,1.71771,0.00138747,0.088721
704,1.71923,0.0015221,0.0632348
705,1.72059,0.00135701,0.0808801
706,1.72193,0.00133759,0.0903116
707,1.72327,0.00134149,0.100193
708,1.72469,0.00142267,0.100968
709,1.72598,0.00128954,0.0915597
710,1.72736,0.00137555,0.09259
711,1.72878,0.001421,0.0866247
712,1.73013,0.00135236,0.0708131
713,1.73151,0.00137944,0.102405
714,1.73295,0.00144524,0.0842341
715,1.73436,0.00140617,0.0213015
716,1.73584,0.00147678,0.0687169
717,1.73731,0.00146945,0.114656
718,1.73858,0.00127759,0.103492
719,1.73992,0.00133347,0.112051
720,1.74127,0.00135108,0.0438617
721,1.74279,0.00152075,0.0681046
722,1.7442,0.00141176,0.0904053
723,1.74569,0.00148879,0.0625237
724,1.74708,0.00138564,-0.0118134
725,1.74846,0.00138069,0.0117688
726,1.74988,0.00142374,0.0390324
727,1.75118,0.00130139,-0.0550701
728,1.75268,0.00149867,-0.09327
729,1.7541,0.00142112,-0.0808529
730,1.75542,0.00132073,-0.0715856
731,1.75683,0.00140743,-0.0628575
732,1.75826,0.00142757,-0.0150132
733,1.75959,0.0013329,-0.0685256
734,1.76096,0.00137069,-0.0493401
735,1.76234,0.0013749,-0.0448872
